Kon Tum,2022-09-26,07:42:00,22,Nhiều mây,92,10.0,0.8,2.16,Tốt
Gia Lai,2022-09-26,07:42:00,24,Nhiều mây,85,10.0,1.6,0,Tốt
Đắk Lắk,2022-09-26,07:42:00,22,Nhiều mây,96,10.0,1.62,0,Tốt
Đắk Nông,2022-09-26,07:42:00,22,Nhiều mây,96,10.0,1.62,0,Tốt
Lâm Đồng,2022-09-26,07:42:00,23,Mưa nhẹ,77,10.0,1.29,0.71,Tốt
Bình Phước,2022-09-26,07:42:00,23,Nhiều mây,97,10.0,0.53,1.46,Tốt
Tây Ninh,2022-09-26,07:42:00,25,Mưa vừa,86,10.0,1.45,0,Khá
Bình Dương,2022-09-26,07:42:00,25,Mây cụm,94,7.0,0.51,0,Khá
Đồng Nai,2022-09-26,07:42:00,25,Nhiều mây,91,10.0,1.97,0.33,Kém
Bà Rịa - Vũng Tàu,2022-09-26,07:42:00,24,Nhiều mây,93,10.0,1.86,0,Rất kém
Hồ Chí Minh,2022-09-26,07:42:00,25,Mây cụm,94,7.0,0.51,0,Kém
Long An,2022-09-26,07:42:00,25,Nhiều mây,90,10.0,1.54,0,Kém
Tiền Giang,2022-09-26,07:42:00,24,Nhiều mây,94,10.0,1.39,0,Kém
Bến Tre,2022-09-26,07:42:00,24,Nhiều mây,95,10.0,1.32,0,Kém
Trà Vinh,2022-09-26,07:42:00,24,Nhiều mây,92,10.0,1.56,0.47,Kém
Vĩnh Long,2022-09-26,07:42:00,25,Nhiều mây,91,10.0,1.57,0,Kém
Đồng Tháp,2022-09-26,07:42:00,25,Nhiều mây,88,10.0,1.36,0,Kém
An Giang,2022-09-26,07:42:00,25,Nhiều mây,89,10.0,1.4,0.14,Trung bình
Kiên Giang,2022-09-26,07:42:00,25,Nhiều mây,90,10.0,2.45,1.89,Tốt
Cần Thơ,2022-09-26,07:42:00,25,Mây rải rác,100,8.0,0.51,0,Trung bình
Hậu Giang,2022-09-26,07:42:00,25,Nhiều mây,90,10.0,1.95,1.89,Khá
Sóc Trăng,2022-09-26,07:42:00,26,Nhiều mây,88,10.0,2.07,0,Khá
Bạc Liêu,2022-09-26,07:42:00,26,Nhiều mây,83,10.0,2.14,1.83,Khá
Cà Mau,2022-09-26,07:42:00,28,Nhiều mây,71,10.0,0.67,0,Tốt
