Lào Cai,2022-10-03,08:00:00,24,Mây đen u ám,98,2.51,0.72,0,Tốt
Điện Biên,2022-10-03,08:00:00,22,Mây đen u ám,100,10.0,3.35,0,Tốt
Lai Châu,2022-10-03,08:00:00,24,Mây đen u ám,97,10.0,1.22,0.82,Khá
Sơn La,2022-10-03,08:00:00,22,Mây cụm,95,10.0,3.78,0,Khá
Yên Bái,2022-10-03,08:00:00,25,Mây cụm,92,10.0,2.2,1.21,Kém
Hoà Bình,2022-10-03,08:00:00,26,Mây cụm,91,10.0,2.99,1.27,Rất kém
Thái Nguyên,2022-10-03,08:00:00,25,Mây thưa,84,10.0,3.24,1.67,Kém
Lạng Sơn,2022-10-03,08:00:00,25,Mây rải rác,89,10.0,4.5,1.71,Khá
Quảng Ninh,2022-10-03,08:00:00,26,Bầu trời quang đãng,89,10.0,3.46,0,Khá
Bắc Giang,2022-10-03,08:00:00,26,Mây thưa,83,10.0,5.94,0,Rất kém
Phú Thọ,2022-10-03,08:00:00,25,Mây cụm,90,10.0,4.9,1.49,Rất kém
Vĩnh Phúc,2022-10-03,08:00:00,26,Mây rải rác,87,10.0,4.5,0,Rất kém
Bắc Ninh,2022-10-03,08:00:00,26,Mây rải rác,83,10.0,6.62,0,Rất kém
Hải Dương,2022-10-03,08:00:00,26,Bầu trời quang đãng,85,10.0,6.37,0,Kém
Hải Phòng,2022-10-03,08:00:00,26,Mây thưa,100,10.0,11.12,0,Khá
Hưng Yên,2022-10-03,08:00:00,26,Mây cụm,87,10.0,6.55,1.77,Rất kém
Thái Bình,2022-10-03,08:00:00,26,Mây thưa,85,10.0,10.12,1.79,Rất kém
Hà Nam,2022-10-03,08:00:00,25,Mây cụm,93,10.0,6.3,0,Rất kém
Nam Định,2022-10-03,08:00:00,26,Mây rải rác,87,10.0,8.86,0,Rất kém
Ninh Bình,2022-10-03,08:00:00,25,Mây cụm,88,10.0,9.58,0,Kém
Thanh Hóa,2022-10-03,08:00:00,25,Mây rải rác,88,10.0,7.45,0,Trung bình
Nghệ An,2022-10-03,08:00:00,26,Mưa cường độ nặng,86,9.07,6.66,0,Tốt
Hà Tĩnh,2022-10-03,08:00:00,26,Mây đen u ám,86,10.0,5.72,1.71,Tốt
Quảng Bình,2022-10-03,08:00:00,26,Mây đen u ám,85,10.0,4.64,0,Tốt
Quảng Trị,2022-10-03,08:00:00,26,Mây đen u ám,93,10.0,1.73,0.48,Tốt
Thừa Thiên Huế,2022-10-03,08:00:00,28,Mây thưa,78,10.0,3.71,0,Tốt
Đà Nẵng,2022-10-03,08:00:00,27,Mây thưa,89,8.0,0.0,0,Tốt
Quảng Nam,2022-10-03,08:00:00,26,Mây thưa,84,10.0,3.64,2.34,Tốt
Quảng Ngãi,2022-10-03,08:00:00,26,Mưa nhẹ,88,10.0,4.82,0,Kém
Bình Định,2022-10-03,08:00:00,26,Mây đen u ám,85,10.0,9.58,2.62,Tốt
Phú Yên,2022-10-03,08:00:00,27,Mây đen u ám,85,10.0,7.49,0,Tốt
Khánh Hòa,2022-10-03,08:00:00,27,Mây đen u ám,84,10.0,7.74,0,Tốt
Ninh Thuận,2022-10-03,08:00:00,27,Mây đen u ám,79,10.0,7.45,0,Trung bình
Bình Thuận,2022-10-03,08:00:00,27,Mây đen u ám,78,10.0,9.86,2.3,Khá
Kon Tum,2022-10-03,08:00:00,23,Mây đen u ám,87,10.0,2.23,0,Tốt
Gia Lai,2022-10-03,08:00:00,23,Mây đen u ám,88,10.0,4.82,2.33,Tốt
Đắk Lắk,2022-10-03,08:00:00,23,Mây đen u ám,86,10.0,8.68,0,Tốt
Đắk Nông,2022-10-03,08:00:00,23,Mây đen u ám,86,10.0,8.68,0,Tốt
Lâm Đồng,2022-10-03,08:00:00,21,Mây đen u ám,91,10.0,3.49,1.96,Tốt
Bình Phước,2022-10-03,08:00:00,25,Mây đen u ám,89,10.0,4.79,1.86,Tốt
Tây Ninh,2022-10-03,08:00:00,26,Mây đen u ám,83,10.0,6.23,0,Kém
Bình Dương,2022-10-03,08:00:00,26,Mây đen u ám,83,10.0,6.34,2.06,Kém
Đồng Nai,2022-10-03,08:00:00,27,Mây đen u ám,90,10.0,6.55,0,Trung bình
Bà Rịa - Vũng Tàu,2022-10-03,08:00:00,26,Mây đen u ám,89,10.0,6.8,0,Khá
Hồ Chí Minh,2022-10-03,08:00:00,26,Mây cụm,94,10.0,7.42,0,Kém
Long An,2022-10-03,08:00:00,27,Mây đen u ám,89,10.0,5.83,0,Kém
Tiền Giang,2022-10-03,08:00:00,27,Mây đen u ám,91,10.0,5.08,0,Trung bình
Bến Tre,2022-10-03,08:00:00,27,Mây đen u ám,86,10.0,6.91,0,Khá
Trà Vinh,2022-10-03,08:00:00,27,Mây đen u ám,84,10.0,6.08,0,Khá
Vĩnh Long,2022-10-03,08:00:00,26,Mây đen u ám,82,10.0,6.66,0,Kém
Đồng Tháp,2022-10-03,08:00:00,26,Mây đen u ám,78,10.0,8.46,0,Kém
An Giang,2022-10-03,08:00:00,26,Mây đen u ám,78,10.0,8.5,0,Rất kém
Kiên Giang,2022-10-03,08:00:00,27,Mây đen u ám,82,10.0,10.48,0,Trung bình
Cần Thơ,2022-10-03,08:00:00,26,Mây đen u ám,81,10.0,7.88,0,Kém
Hậu Giang,2022-10-03,08:00:00,26,Mây đen u ám,81,10.0,9.11,0,Kém
Sóc Trăng,2022-10-03,08:00:00,27,Mây đen u ám,82,10.0,7.42,1.96,Kém
Bạc Liêu,2022-10-03,08:00:00,27,Mây đen u ám,79,10.0,10.73,0,Kém
Cà Mau,2022-10-03,08:00:00,26,Mây đen u ám,88,10.0,6.3,0,Tốt
Hà Nội,2022-10-03,09:00:00,26,Mây cụm,89,10.0,7.42,0,Rất kém
Hà Giang,2022-10-03,09:00:00,25,Mây cụm,94,10.0,0.97,1.3,Tốt
Cao Bằng,2022-10-03,09:00:00,27,Mây rải rác,84,10.0,1.76,0,Tốt
Bắc Kạn,2022-10-03,09:00:00,27,Mây thưa,84,10.0,1.8,4.01,Kém
Tuyên Quang,2022-10-03,09:00:00,27,Mây rải rác,94,10.0,1.3,1.52,Khá
Lào Cai,2022-10-03,09:00:00,25,Mây đen u ám,98,2.51,0.72,0,Khá
Điện Biên,2022-10-03,09:00:00,22,Mây đen u ám,100,10.0,3.35,0.91,Tốt
Lai Châu,2022-10-03,09:00:00,24,Mây đen u ám,94,10.0,0.68,0,Khá
Sơn La,2022-10-03,09:00:00,24,Mây cụm,88,10.0,3.82,3.08,Khá
Yên Bái,2022-10-03,09:00:00,25,Mây cụm,89,10.0,2.3,0,Kém
Hoà Bình,2022-10-03,09:00:00,27,Mây cụm,91,10.0,2.99,0,Rất kém
Thái Nguyên,2022-10-03,09:00:00,27,Mây thưa,77,10.0,3.1,4,Kém
Lạng Sơn,2022-10-03,09:00:00,27,Mây rải rác,81,10.0,4.79,0,Khá
Quảng Ninh,2022-10-03,09:00:00,28,Mây thưa,79,10.0,8.53,0,Khá
Bắc Giang,2022-10-03,09:00:00,27,Mây thưa,76,10.0,7.02,4.12,Rất kém
Phú Thọ,2022-10-03,09:00:00,26,Mây cụm,90,10.0,4.9,1.49,Rất kém
Vĩnh Phúc,2022-10-03,09:00:00,26,Mây rải rác,81,10.0,4.32,3.97,Rất kém
Bắc Ninh,2022-10-03,09:00:00,27,Mây thưa,77,10.0,7.52,4.12,Rất kém
Hải Dương,2022-10-03,09:00:00,29,Bầu trời quang đãng,79,10.0,6.84,4.16,Kém
Hải Phòng,2022-10-03,09:00:00,27,Mây thưa,94,10.0,12.96,0,Khá
Hưng Yên,2022-10-03,09:00:00,27,Mây rải rác,80,10.0,6.84,0,Rất kém
Thái Bình,2022-10-03,09:00:00,27,Mây thưa,80,10.0,10.8,0,Kém
Hà Nam,2022-10-03,09:00:00,27,Mây cụm,81,10.0,6.52,4.02,Rất kém
Nam Định,2022-10-03,09:00:00,27,Mây rải rác,80,10.0,9.11,4.19,Rất kém
Ninh Bình,2022-10-03,09:00:00,27,Mây cụm,88,10.0,9.58,1.74,Kém
Thanh Hóa,2022-10-03,09:00:00,27,Mây rải rác,88,10.0,7.45,0,Trung bình
Nghệ An,2022-10-03,09:00:00,27,Mây đen u ám,81,10.0,7.38,0,Tốt
Hà Tĩnh,2022-10-03,09:00:00,26,Mưa nhẹ,86,10.0,5.72,1.71,Khá
Quảng Bình,2022-10-03,09:00:00,27,Mây đen u ám,81,10.0,5.29,0,Tốt
Quảng Trị,2022-10-03,09:00:00,27,Mây cụm,88,10.0,3.71,0,Tốt
Thừa Thiên Huế,2022-10-03,09:00:00,29,Mây thưa,78,10.0,3.71,0,Khá
Đà Nẵng,2022-10-03,09:00:00,28,Mây rải rác,89,8.0,1.84,0,Tốt
Quảng Nam,2022-10-03,09:00:00,28,Mây thưa,75,10.0,1.44,0,Tốt
Quảng Ngãi,2022-10-03,09:00:00,28,Mây thưa,75,10.0,3.06,0,Kém
Bình Định,2022-10-03,09:00:00,27,Mây đen u ám,80,10.0,10.26,5.63,Tốt
Phú Yên,2022-10-03,09:00:00,28,Mây đen u ám,79,10.0,9.43,5.51,Tốt
Khánh Hòa,2022-10-03,09:00:00,29,Mây đen u ám,74,10.0,5.98,0,Tốt
Ninh Thuận,2022-10-03,09:00:00,29,Mây đen u ám,71,10.0,7.52,0,Khá
Bình Thuận,2022-10-03,09:00:00,29,Mây đen u ám,71,10.0,12.56,0,Khá
Kon Tum,2022-10-03,09:00:00,26,Mây đen u ám,87,10.0,2.23,2.31,Tốt
Gia Lai,2022-10-03,09:00:00,26,Mây đen u ám,72,10.0,7.6,5.17,Tốt
Đắk Lắk,2022-10-03,09:00:00,25,Mây đen u ám,86,10.0,8.68,0,Tốt
Đắk Nông,2022-10-03,09:00:00,25,Mây đen u ám,86,10.0,8.68,0,Tốt
Lâm Đồng,2022-10-03,09:00:00,24,Mây đen u ám,74,10.0,3.89,0,Tốt
Bình Phước,2022-10-03,09:00:00,27,Mây đen u ám,83,10.0,5.47,0,Tốt
Tây Ninh,2022-10-03,09:00:00,28,Mây đen u ám,77,10.0,6.84,4.78,Kém
Bình Dương,2022-10-03,09:00:00,28,Mây đen u ám,77,10.0,7.49,4.78,Kém
Đồng Nai,2022-10-03,09:00:00,29,Mây đen u ám,84,10.0,7.42,0,Trung bình
Bà Rịa - Vũng Tàu,2022-10-03,09:00:00,26,Mưa nhẹ,89,10.0,6.8,0,Tốt
Hồ Chí Minh,2022-10-03,09:00:00,29,Mây cụm,79,10.0,16.67,4.83,Kém
Long An,2022-10-03,09:00:00,28,Mưa nhẹ,75,10.0,9.36,4.94,Trung bình
Tiền Giang,2022-10-03,09:00:00,28,Mây đen u ám,84,10.0,6.37,2.13,Khá
Bến Tre,2022-10-03,09:00:00,27,Mây đen u ám,86,10.0,8.75,0,Tốt
Trà Vinh,2022-10-03,09:00:00,28,Mây đen u ám,76,10.0,11.74,0,Khá
Vĩnh Long,2022-10-03,09:00:00,27,Mây đen u ám,76,10.0,9.36,0,Khá
Đồng Tháp,2022-10-03,09:00:00,27,Mây đen u ám,78,10.0,8.46,0,Kém
An Giang,2022-10-03,09:00:00,27,Mây đen u ám,78,10.0,8.5,1.97,Kém
Kiên Giang,2022-10-03,09:00:00,28,Mây đen u ám,76,10.0,12.1,0,Kém
Cần Thơ,2022-10-03,09:00:00,27,Mây đen u ám,81,10.0,7.88,0,Kém
Hậu Giang,2022-10-03,09:00:00,27,Mây đen u ám,75,10.0,11.41,4.43,Kém
Sóc Trăng,2022-10-03,09:00:00,28,Mây đen u ám,77,10.0,10.44,0,Trung bình
Bạc Liêu,2022-10-03,09:00:00,28,Mây đen u ám,77,7.25,13.36,0,Khá
Cà Mau,2022-10-03,09:00:00,27,Mây đen u ám,80,10.0,7.63,0,Tốt
Hà Nội,2022-10-03,10:00:00,30,Mây rải rác,78,10.0,9.25,6.7,Rất kém
Hà Giang,2022-10-03,10:00:00,28,Mây cụm,69,10.0,3.56,5.42,Tốt
Cao Bằng,2022-10-03,10:00:00,28,Mây rải rác,76,10.0,2.48,0,Tốt
Bắc Kạn,2022-10-03,10:00:00,28,Mây thưa,84,10.0,1.8,0,Kém
Tuyên Quang,2022-10-03,10:00:00,29,Mây rải rác,82,10.0,1.19,0,Khá
Lào Cai,2022-10-03,10:00:00,27,Mây đen u ám,87,10.0,2.56,3.62,Khá
Điện Biên,2022-10-03,10:00:00,24,Mây đen u ám,91,10.0,2.99,0,Tốt
Lai Châu,2022-10-03,10:00:00,25,Mây đen u ám,94,10.0,0.68,0,Khá
Sơn La,2022-10-03,10:00:00,25,Mây cụm,88,10.0,3.82,3.08,Khá
Yên Bái,2022-10-03,10:00:00,27,Mây cụm,83,10.0,2.38,0,Kém
Hoà Bình,2022-10-03,10:00:00,28,Mây cụm,81,10.0,4.39,0,Kém
Thái Nguyên,2022-10-03,10:00:00,28,Mây thưa,71,10.0,2.7,6.76,Kém
Lạng Sơn,2022-10-03,10:00:00,28,Mây rải rác,72,10.0,4.79,0,Khá
Quảng Ninh,2022-10-03,10:00:00,28,Mây thưa,76,10.0,9.94,7.15,Khá
Bắc Giang,2022-10-03,10:00:00,28,Bầu trời quang đãng,70,10.0,7.45,0,Rất kém
Phú Thọ,2022-10-03,10:00:00,28,Mây cụm,77,10.0,4.1,0,Rất kém
Vĩnh Phúc,2022-10-03,10:00:00,28,Mây rải rác,75,10.0,2.92,0,Rất kém
Bắc Ninh,2022-10-03,10:00:00,30,Mây thưa,71,10.0,6.95,0,Rất kém
Hải Dương,2022-10-03,10:00:00,30,Bầu trời quang đãng,74,10.0,5.9,6.97,Kém
Hải Phòng,2022-10-03,10:00:00,30,Mây thưa,84,10.0,16.67,0,Khá
Hưng Yên,2022-10-03,10:00:00,28,Mây rải rác,75,10.0,7.88,0,Rất kém
Thái Bình,2022-10-03,10:00:00,28,Bầu trời quang đãng,76,10.0,13.03,0,Kém
Hà Nam,2022-10-03,10:00:00,28,Mây rải rác,75,9.98,7.78,0,Rất kém
Nam Định,2022-10-03,10:00:00,28,Mây thưa,75,10.0,10.94,7.01,Rất kém
Ninh Bình,2022-10-03,10:00:00,28,Mây rải rác,78,9.3,10.33,0,Kém
Thanh Hóa,2022-10-03,10:00:00,28,Mây rải rác,78,10.0,10.37,6.95,Trung bình
Nghệ An,2022-10-03,10:00:00,27,Mây đen u ám,78,10.0,8.75,0,Tốt
Hà Tĩnh,2022-10-03,10:00:00,27,Mây đen u ám,81,10.0,9.14,0,Khá
Quảng Bình,2022-10-03,10:00:00,27,Mây đen u ám,81,10.0,5.29,0,Tốt
Quảng Trị,2022-10-03,10:00:00,29,Mây cụm,75,10.0,8.1,0,Tốt
Thừa Thiên Huế,2022-10-03,10:00:00,30,Mây thưa,74,10.0,7.42,4.97,Khá
Đà Nẵng,2022-10-03,10:00:00,29,Mây rải rác,79,8.0,5.54,0,Tốt
Quảng Nam,2022-10-03,10:00:00,29,Mây rải rác,75,10.0,1.44,0,Tốt
Quảng Ngãi,2022-10-03,10:00:00,29,Mây thưa,75,10.0,3.06,5.38,Trung bình
Bình Định,2022-10-03,10:00:00,28,Mây cụm,78,10.0,11.41,8.87,Tốt
Phú Yên,2022-10-03,10:00:00,29,Mưa nhẹ,75,10.0,11.05,0,Tốt
Khánh Hòa,2022-10-03,10:00:00,30,Mây đen u ám,68,10.0,5.83,0,Tốt
Ninh Thuận,2022-10-03,10:00:00,30,Mây đen u ám,66,10.0,7.74,8.73,Khá
Bình Thuận,2022-10-03,10:00:00,30,Mây đen u ám,71,10.0,12.56,0,Khá
Kon Tum,2022-10-03,10:00:00,29,Mây đen u ám,59,10.0,3.35,0,Tốt
Gia Lai,2022-10-03,10:00:00,27,Mây đen u ám,72,10.0,7.6,0,Tốt
Đắk Lắk,2022-10-03,10:00:00,27,Mây đen u ám,73,10.0,9.0,4.62,Tốt
Đắk Nông,2022-10-03,10:00:00,27,Mây đen u ám,73,10.0,9.0,4.62,Tốt
Lâm Đồng,2022-10-03,10:00:00,27,Mây đen u ám,60,10.0,5.4,6.89,Tốt
Bình Phước,2022-10-03,10:00:00,29,Mây đen u ám,75,10.0,4.43,0,Tốt
Tây Ninh,2022-10-03,10:00:00,29,Mây đen u ám,77,10.0,6.84,4.78,Trung bình
Bình Dương,2022-10-03,10:00:00,29,Mây đen u ám,73,10.0,9.0,0,Trung bình
Đồng Nai,2022-10-03,10:00:00,30,Mây đen u ám,80,10.0,7.88,0,Trung bình
Bà Rịa - Vũng Tàu,2022-10-03,10:00:00,26,Mây đen u ám,89,9.24,8.24,4.87,Tốt
Hồ Chí Minh,2022-10-03,10:00:00,30,Mây rải rác,74,10.0,18.5,7.92,Kém
Long An,2022-10-03,10:00:00,30,Mây đen u ám,71,10.0,12.56,8.17,Trung bình
Tiền Giang,2022-10-03,10:00:00,28,Mây đen u ám,79,10.0,10.12,8.17,Khá
Bến Tre,2022-10-03,10:00:00,26,Mây đen u ám,88,8.85,8.24,0,Tốt
Trà Vinh,2022-10-03,10:00:00,29,Mây đen u ám,71,10.0,15.91,0,Tốt
Vĩnh Long,2022-10-03,10:00:00,28,Mưa nhẹ,76,10.0,9.36,0,Khá
Đồng Tháp,2022-10-03,10:00:00,28,Mây đen u ám,71,10.0,11.02,0,Trung bình
An Giang,2022-10-03,10:00:00,28,Mây đen u ám,65,10.0,12.56,7.87,Kém
Kiên Giang,2022-10-03,10:00:00,29,Mưa nhẹ,71,10.0,13.39,0,Kém
Cần Thơ,2022-10-03,10:00:00,28,Mưa vừa,69,10.0,12.53,0,Kém
Hậu Giang,2022-10-03,10:00:00,28,Mưa nhẹ,71,10.0,13.18,7.46,Kém
Sóc Trăng,2022-10-03,10:00:00,29,Mây đen u ám,73,10.0,15.77,0,Khá
Bạc Liêu,2022-10-03,10:00:00,29,Mây đen u ám,74,10.0,19.22,0,Khá
Cà Mau,2022-10-03,10:00:00,28,Mây đen u ám,80,10.0,7.63,0,Tốt
Hà Nội,2022-10-03,11:00:00,30,Mây rải rác,70,10.0,7.42,0,Rất kém
Hà Giang,2022-10-03,11:00:00,30,Mây cụm,60,10.0,4.43,9.17,Tốt
Cao Bằng,2022-10-03,11:00:00,30,Mây thưa,76,10.0,2.48,0,Tốt
Bắc Kạn,2022-10-03,11:00:00,28,Mây thưa,77,10.0,2.92,9.04,Khá
Tuyên Quang,2022-10-03,11:00:00,30,Mây rải rác,66,10.0,3.06,0,Khá
Lào Cai,2022-10-03,11:00:00,28,Mây đen u ám,87,10.0,2.56,0,Khá
Điện Biên,2022-10-03,11:00:00,28,Mây đen u ám,71,10.0,4.18,8.33,Tốt
Lai Châu,2022-10-03,11:00:00,26,Mây đen u ám,86,10.0,0.54,0,Tốt
Sơn La,2022-10-03,11:00:00,26,Mây cụm,74,10.0,4.36,9.12,Tốt
Yên Bái,2022-10-03,11:00:00,28,Mây cụm,83,10.0,2.38,0,Kém
Hoà Bình,2022-10-03,11:00:00,28,Mây cụm,81,10.0,4.39,5.28,Kém
Thái Nguyên,2022-10-03,11:00:00,30,Mây thưa,71,10.0,2.7,0,Kém
Lạng Sơn,2022-10-03,11:00:00,30,Mây rải rác,65,10.0,5.26,8.81,Tốt
Quảng Ninh,2022-10-03,11:00:00,29,Mây rải rác,71,10.0,10.76,0,Khá
Bắc Giang,2022-10-03,11:00:00,30,Mây thưa,65,10.0,8.17,8.98,Kém
Phú Thọ,2022-10-03,11:00:00,29,Mây cụm,77,10.0,4.1,0,Kém
Vĩnh Phúc,2022-10-03,11:00:00,30,Mây rải rác,75,10.0,2.92,0,Rất kém
Bắc Ninh,2022-10-03,11:00:00,30,Mây thưa,67,10.0,7.45,0,Rất kém
Hải Dương,2022-10-03,11:00:00,30,Bầu trời quang đãng,71,10.0,8.39,0,Trung bình
Hải Phòng,2022-10-03,11:00:00,30,Mây cụm,79,10.0,9.25,0,Trung bình
Hưng Yên,2022-10-03,11:00:00,29,Mây rải rác,72,10.0,8.64,8.92,Kém
Thái Bình,2022-10-03,11:00:00,29,Mây thưa,74,10.0,14.83,8.53,Kém
Hà Nam,2022-10-03,11:00:00,29,Mây rải rác,75,9.98,7.78,0,Rất kém
Nam Định,2022-10-03,11:00:00,29,Mây thưa,72,10.0,12.13,0,Kém
Ninh Bình,2022-10-03,11:00:00,29,Mây rải rác,74,9.36,10.76,7.93,Kém
Thanh Hóa,2022-10-03,11:00:00,29,Mây rải rác,78,10.0,10.37,6.95,Trung bình
Nghệ An,2022-10-03,11:00:00,28,Mây đen u ám,77,10.0,9.76,0,Tốt
Hà Tĩnh,2022-10-03,11:00:00,28,Mây cụm,80,10.0,10.62,0,Tốt
Quảng Bình,2022-10-03,11:00:00,27,Mây đen u ám,80,10.0,6.62,10.45,Khá
Quảng Trị,2022-10-03,11:00:00,29,Mây cụm,72,10.0,10.98,0,Tốt
Thừa Thiên Huế,2022-10-03,11:00:00,31,Mây thưa,70,10.0,11.12,10.71,Khá
Đà Nẵng,2022-10-03,11:00:00,29,Mây rải rác,74,8.0,9.25,10.97,Tốt
Quảng Nam,2022-10-03,11:00:00,28,Mây rải rác,75,10.0,8.82,11.02,Tốt
Quảng Ngãi,2022-10-03,11:00:00,29,Mây thưa,70,10.0,7.09,0,Tốt
